NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCR;PCR;PERC_PCR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS
CATALUNYA;CATALUNYA;2020-03-19;2020-03-25;No;375.99;1.8407;134.2791;10215;305.2336;23220;42.1375;0;0;893
CATALUNYA;CATALUNYA;2020-03-18;2020-03-24;No;394.956;2.12817;129.8229;9876;289.5776;22029;40.9524;0;0;746
CATALUNYA;CATALUNYA;2020-03-18;2020-03-24;--;;;0.0000;61;0.0000;153;36.8421;0;0;1
CATALUNYA;CATALUNYA;2020-03-18;2020-03-24;Si;;;1257.4331;812;2212.8964;1429;48.3731;0;0;251
CATALUNYA;CATALUNYA;2020-03-17;2020-03-23;Si;;;1045.2799;675;1879.9554;1214;46.6837;0;0;219
CATALUNYA;CATALUNYA;2020-03-17;2020-03-23;No;413.447;2.50574;121.2784;9226;269.2024;20479;38.9337;0;0;603
CATALUNYA;CATALUNYA;2020-03-17;2020-03-23;--;;;0.0000;53;0.0000;109;43.5185;0;0;1
CATALUNYA;CATALUNYA;2020-03-16;2020-03-22;--;;;0.0000;42;0.0000;95;39.3617;0;0;0
CATALUNYA;CATALUNYA;2020-03-16;2020-03-22;Si;;;857.9038;554;1636.8310;1057;45.6055;0;0;182
CATALUNYA;CATALUNYA;2020-03-16;2020-03-22;No;413.722;2.99857;109.9340;8363;252.2581;19190;37.3480;0;0;480
CATALUNYA;CATALUNYA;2020-03-15;2020-03-21;No;447.998;3.5412;104.1501;7923;242.3991;18440;35.8609;0;0;395
CATALUNYA;CATALUNYA;2020-03-15;2020-03-21;--;;;0.0000;34;0.0000;89;34.8315;0;0;0
CATALUNYA;CATALUNYA;2020-03-15;2020-03-21;Si;;;792.8642;512;1568.6942;1013;44.7262;0;0;158
CATALUNYA;CATALUNYA;2020-03-14;2020-03-20;Si;;;667.4306;431;1320.9241;853;42.7208;0;0;144
CATALUNYA;CATALUNYA;2020-03-14;2020-03-20;No;454.613;3.9912;95.9737;7301;228.9515;17417;33.0595;0;0;332
CATALUNYA;CATALUNYA;2020-03-14;2020-03-20;--;;;0.0000;27;0.0000;75;33.3333;0;0;0
CATALUNYA;CATALUNYA;2020-03-13;2020-03-19;--;;;0.0000;29;0.0000;77;33.7662;0;0;0
CATALUNYA;CATALUNYA;2020-03-13;2020-03-19;Si;;;511.0257;330;1119.6110;723;39.5218;0;0;131
CATALUNYA;CATALUNYA;2020-03-13;2020-03-19;No;400.868;4.25851;83.1176;6323;208.5106;15862;29.5351;0;0;266
CATALUNYA;CATALUNYA;2020-03-12;2020-03-18;No;348.169;4.54387;69.9855;5324;177.9346;13536;27.0186;0;0;219
CATALUNYA;CATALUNYA;2020-03-12;2020-03-18;--;;;0.0000;23;0.0000;62;32.2581;0;0;0
CATALUNYA;CATALUNYA;2020-03-12;2020-03-18;Si;;;362.3637;234;887.3265;573;36.3636;0;0;108
CATALUNYA;CATALUNYA;2020-03-11;2020-03-17;No;285.986;4.78149;55.7623;4242;146.5042;11145;25.1503;0;0;161
CATALUNYA;CATALUNYA;2020-03-11;2020-03-17;--;;;0.0000;14;0.0000;44;27.2727;0;0;0
CATALUNYA;CATALUNYA;2020-03-11;2020-03-17;Si;;;260.1585;168;681.3676;440;34.3387;0;0;94
CATALUNYA;CATALUNYA;2020-03-10;2020-03-16;--;;;0.0000;11;0.0000;37;24.3243;0;0;0
CATALUNYA;CATALUNYA;2020-03-10;2020-03-16;Si;;;170.3419;110;545.0941;352;29.1908;0;0;76
CATALUNYA;CATALUNYA;2020-03-10;2020-03-16;No;225.891;4.93515;43.7212;3326;117.9001;8969;23.4089;0;0;126
CATALUNYA;CATALUNYA;2020-03-09;2020-03-15;No;144.664;5.0;28.0389;2133;90.7550;6904;20.9281;0;0;103
CATALUNYA;CATALUNYA;2020-03-09;2020-03-15;--;;;0.0000;8;0.0000;33;21.2121;0;0;0
CATALUNYA;CATALUNYA;2020-03-09;2020-03-15;Si;;;113.0450;73;424.3062;274;26.3941;0;0;58
CATALUNYA;CATALUNYA;2020-03-08;2020-03-14;No;107.35;4.63736;22.3601;1701;71.8916;5469;18.6687;0;0;77
CATALUNYA;CATALUNYA;2020-03-08;2020-03-14;--;;;0.0000;5;0.0000;24;16.6667;0;0;0
CATALUNYA;CATALUNYA;2020-03-08;2020-03-14;Si;;;54.1997;35;305.0668;197;16.5803;0;0;43
CATALUNYA;CATALUNYA;2020-03-07;2020-03-13;--;;;0.0000;2;0.0000;15;6.6667;0;0;0
CATALUNYA;CATALUNYA;2020-03-07;2020-03-13;Si;;;43.3597;28;253.9643;164;14.8148;0;0;26
CATALUNYA;CATALUNYA;2020-03-07;2020-03-13;No;;;17.9301;1364;50.7539;3861;18.4440;0;0;50
CATALUNYA;CATALUNYA;2020-03-06;2020-03-12;--;;;0.0000;0;0.0000;9;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-03-06;2020-03-12;Si;;;23.2284;15;171.8904;111;10.0000;0;0;16
CATALUNYA;CATALUNYA;2020-03-06;2020-03-12;No;;;11.0157;838;26.6323;2026;19.4975;0;0;30
CATALUNYA;CATALUNYA;2020-03-05;2020-03-11;No;;;6.6383;505;14.4598;1100;16.9288;0;0;17
CATALUNYA;CATALUNYA;2020-03-05;2020-03-11;--;;;0.0000;0;0.0000;7;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-03-05;2020-03-11;Si;;;9.2913;6;109.9479;71;4.2254;0;0;11
CATALUNYA;CATALUNYA;2020-03-04;2020-03-10;--;;;0.0000;0;0.0000;5;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-03-04;2020-03-10;Si;;;4.6456;3;68.1367;44;2.2727;0;0;6
CATALUNYA;CATALUNYA;2020-03-04;2020-03-10;No;;;4.0487;308;8.5970;654;14.5736;0;0;12
CATALUNYA;CATALUNYA;2020-03-03;2020-03-09;--;;;0.0000;0;0.0000;2;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-03-03;2020-03-09;Si;;;1.5485;1;32.5198;21;0.0000;0;0;3
CATALUNYA;CATALUNYA;2020-03-03;2020-03-09;No;;;2.0506;156;4.8637;370;7.9670;0;0;9
CATALUNYA;CATALUNYA;2020-03-02;2020-03-08;No;;;0.8938;68;4.0093;305;5.3333;0;0;5
CATALUNYA;CATALUNYA;2020-03-02;2020-03-08;--;;;0.0000;1;0.0000;1;100.0000;0;0;0
CATALUNYA;CATALUNYA;2020-03-02;2020-03-08;Si;;;1.5485;1;20.1313;13;0.0000;0;0;2
CATALUNYA;CATALUNYA;2020-03-01;2020-03-07;Si;;;1.5485;1;12.3885;8;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-03-01;2020-03-07;No;;;0.7887;60;3.6412;277;4.3956;0;0;2
CATALUNYA;CATALUNYA;2020-03-01;2020-03-07;--;;;0.0000;2;0.0000;3;33.3333;0;0;0
CATALUNYA;CATALUNYA;2020-02-29;2020-03-06;--;;;0.0000;2;0.0000;3;33.3333;0;0;0
CATALUNYA;CATALUNYA;2020-02-29;2020-03-06;Si;;;0.0000;0;4.6456;3;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-29;2020-03-06;No;;;0.6572;50;2.6159;199;5.1282;0;0;0
CATALUNYA;CATALUNYA;2020-02-28;2020-03-05;No;;;0.4863;37;1.8797;143;5.6738;0;0;0
CATALUNYA;CATALUNYA;2020-02-28;2020-03-05;--;;;0.0000;2;0.0000;3;33.3333;0;0;0
CATALUNYA;CATALUNYA;2020-02-28;2020-03-05;Si;;;0.0000;0;3.0971;2;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-27;2020-03-04;Si;;;0.0000;0;3.0971;2;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-27;2020-03-04;No;;;0.2629;20;1.3934;106;2.8302;0;0;0
CATALUNYA;CATALUNYA;2020-02-27;2020-03-04;--;;;0.0000;2;0.0000;3;33.3333;0;0;0
CATALUNYA;CATALUNYA;2020-02-26;2020-03-03;--;;;0.0000;2;0.0000;3;33.3333;0;0;0
CATALUNYA;CATALUNYA;2020-02-26;2020-03-03;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-26;2020-03-03;No;;;0.1708;13;1.0384;79;2.5316;0;0;0
CATALUNYA;CATALUNYA;2020-02-25;2020-03-02;No;;;0.0657;5;0.7098;54;3.7037;0;0;0
CATALUNYA;CATALUNYA;2020-02-25;2020-03-02;--;;;0.0000;2;0.0000;3;33.3333;0;0;0
CATALUNYA;CATALUNYA;2020-02-25;2020-03-02;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-24;2020-03-01;No;;;0.0131;1;0.2629;20;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-24;2020-03-01;--;;;0.0000;1;0.0000;2;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-24;2020-03-01;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
