CATALUNYA;CATALUNYA;2020-03-10;2020-03-16;Si;;;170.3419;110;545.0941;352;29.1908;0;0;76
CATALUNYA;CATALUNYA;2020-03-09;2020-03-15;Si;;;113.0450;73;424.3062;274;26.3941;0;0;58
CATALUNYA;CATALUNYA;2020-03-08;2020-03-14;Si;;;54.1997;35;305.0668;197;16.5803;0;0;43
CATALUNYA;CATALUNYA;2020-03-07;2020-03-13;Si;;;43.3597;28;253.9643;164;14.8148;0;0;26
CATALUNYA;CATALUNYA;2020-03-06;2020-03-12;Si;;;23.2284;15;171.8904;111;10.0000;0;0;16
CATALUNYA;CATALUNYA;2020-03-05;2020-03-11;Si;;;9.2913;6;109.9479;71;4.2254;0;0;11
CATALUNYA;CATALUNYA;2020-03-04;2020-03-10;Si;;;4.6456;3;68.1367;44;2.2727;0;0;6
CATALUNYA;CATALUNYA;2020-03-03;2020-03-09;Si;;;1.5485;1;32.5198;21;0.0000;0;0;3
CATALUNYA;CATALUNYA;2020-03-02;2020-03-08;Si;;;1.5485;1;20.1313;13;0.0000;0;0;2
CATALUNYA;CATALUNYA;2020-03-01;2020-03-07;Si;;;1.5485;1;12.3885;8;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-29;2020-03-06;Si;;;0.0000;0;4.6456;3;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-28;2020-03-05;Si;;;0.0000;0;3.0971;2;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-27;2020-03-04;Si;;;0.0000;0;3.0971;2;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-26;2020-03-03;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-25;2020-03-02;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-24;2020-03-01;Si;;;0.0000;0;0.0000;0;0.0000;0;0;0
